	Classifier	Labeling Scheme	Prior	Feature Scheme	Deconvolver	Calibrator	method	method_key	pseudobulk_r2	tcs	tcs_per_sample	rank_pseudobulk	rank_tcs	avg_rank	rank_r2	rank_cosine_sim	rank_mse	rank_mae	rank_kl	rank_max_error	rank_loa_width	rank_worst_class_loa_width
351	lookup	hard_labels		top156	xgb	linear_clip_normalize	lookup / hard_labels / top156 / xgb / linear_clip_normalize	lookup|hard_labels||top156|xgb|linear_clip_normalize	0.8676419140099911	0.4025270496942212	0.3741453842146606	356.5	332.5	344.5	356.5	348.5	356.5	352.5	362.5	319.5	356.5	316.5
352	lookup	hard_labels		diagbckg	swn	linear_clip_normalize	lookup / hard_labels / diagbckg / swn / linear_clip_normalize	lookup|hard_labels||diagbckg|swn|linear_clip_normalize	0.9118694514518793	0.3271535990811949	0.31499346207529	331.0	359.0	345.0	331.0	333.0	331.0	333.0	340.0	312.0	331.0	327.0
353	lookup	hard_labels		top156	swn	linear_clip_normalize	lookup / hard_labels / top156 / swn / linear_clip_normalize	lookup|hard_labels||top156|swn|linear_clip_normalize	0.9121163957897336	0.3090753371026266	0.2940980774264271	330.0	364.0	347.0	330.0	330.0	330.0	332.0	341.0	315.0	330.0	324.0
354	lookup	hard_labels		diagbckg	swn	vector_scaling	lookup / hard_labels / diagbckg / swn / vector_scaling	lookup|hard_labels||diagbckg|swn|vector_scaling	0.90864603266789	0.329228439600143	0.3164076923076923	337.0	358.0	347.5	337.0	340.0	337.0	336.0	326.0	318.0	337.0	330.0
355	lookup	hard_labels		top156	swn	vector_scaling	lookup / hard_labels / top156 / swn / vector_scaling	lookup|hard_labels||top156|swn|vector_scaling	0.9090733998631464	0.3210782522193287	0.30488	336.0	362.0	349.0	336.0	339.0	336.0	335.0	327.0	317.0	336.0	334.0
357	lookup	hard_labels		diagbckg	nnls	linear_clip_normalize	lookup / hard_labels / diagbckg / nnls / linear_clip_normalize	lookup|hard_labels||diagbckg|nnls|linear_clip_normalize	0.8923638461102139	0.3302310563286897	0.3062180769230769	344.5	353.5	349.0	344.5	343.5	344.5	349.5	354.0	326.0	344.5	346.5
356	lookup	hard_labels		top156	nnls	linear_clip_normalize	lookup / hard_labels / top156 / nnls / linear_clip_normalize	lookup|hard_labels||top156|nnls|linear_clip_normalize	0.8923638461102139	0.3302310563286897	0.3062180769230769	344.5	353.5	349.0	344.5	343.5	344.5	349.5	355.0	325.0	344.5	346.5
358	lookup	hard_labels		diagbckg	psls	linear_clip_normalize	lookup / hard_labels / diagbckg / psls / linear_clip_normalize	lookup|hard_labels||diagbckg|psls|linear_clip_normalize	0.8929695679293845	0.3245204901198746	0.2999815384615384	340.0	360.5	350.25	340.0	342.0	340.0	348.0	352.0	324.0	340.0	343.0
359	lookup	hard_labels		top156	xgb	uncalibrated	lookup / hard_labels / top156 / xgb / uncalibrated	lookup|hard_labels||top156|xgb|uncalibrated	0.8272375934443906	0.4016109738140179	0.3753992311295473	366.5	334.5	350.5	366.5	359.5	366.5	368.5	347.5	341.5	366.5	335.5
360	lookup	hard_labels		diagbckg	xgb	uncalibrated	lookup / hard_labels / diagbckg / xgb / uncalibrated	lookup|hard_labels||diagbckg|xgb|uncalibrated	0.8272375934443906	0.4016109738140179	0.3753992311295473	366.5	334.5	350.5	366.5	359.5	366.5	368.5	347.5	341.5	366.5	335.5
361	lookup	hard_labels		top156	psls	linear_clip_normalize	lookup / hard_labels / top156 / psls / linear_clip_normalize	lookup|hard_labels||top156|psls|linear_clip_normalize	0.892969321768752	0.3245204901198746	0.2999815384615384	341.0	360.5	350.75	341.0	341.0	341.0	347.0	353.0	323.0	341.0	344.0
362	lookup	hard_labels		diagbckg	swn	uncalibrated	lookup / hard_labels / diagbckg / swn / uncalibrated	lookup|hard_labels||diagbckg|swn|uncalibrated	0.8643443326648355	0.368709656304125	0.3562280774033121	358.0	345.0	351.5	358.0	363.0	358.0	357.0	335.0	343.0	358.0	373.0
363	lookup	hard_labels		top156	swn	uncalibrated	lookup / hard_labels / top156 / swn / uncalibrated	lookup|hard_labels||top156|swn|uncalibrated	0.8623186973766994	0.3426026493548584	0.3281642312345724	359.0	346.0	352.5	359.0	362.0	359.0	358.0	338.0	350.0	359.0	374.0
364	lookup	hard_labels		diagbckg	psls	uncalibrated	lookup / hard_labels / diagbckg / psls / uncalibrated	lookup|hard_labels||diagbckg|psls|uncalibrated	0.8354586680961338	0.3394624136771186	0.3153042307692307	362.0	349.5	355.75	362.0	367.0	362.0	371.0	368.0	354.0	362.0	369.0
366	lookup	hard_labels		diagbckg	nnls	uncalibrated	lookup / hard_labels / diagbckg / nnls / uncalibrated	lookup|hard_labels||diagbckg|nnls|uncalibrated	0.8351667246470189	0.3425440425382599	0.3181684615384615	364.5	347.5	356.0	364.5	364.5	364.5	373.5	369.0	356.0	364.5	371.0
365	lookup	hard_labels		top156	nnls	uncalibrated	lookup / hard_labels / top156 / nnls / uncalibrated	lookup|hard_labels||top156|nnls|uncalibrated	0.8351667246470189	0.3425440425382599	0.3181684615384615	364.5	347.5	356.0	364.5	364.5	364.5	373.5	370.0	355.0	364.5	372.0
367	lookup	hard_labels		top156	psls	uncalibrated	lookup / hard_labels / top156 / psls / uncalibrated	lookup|hard_labels||top156|psls|uncalibrated	0.8354586056390909	0.3394624136771186	0.3153042307692307	363.0	349.5	356.25	363.0	366.0	363.0	372.0	367.0	353.0	363.0	370.0
368	lookup	hard_labels		diagbckg	mlp	vector_scaling	lookup / hard_labels / diagbckg / mlp / vector_scaling	lookup|hard_labels||diagbckg|mlp|vector_scaling	0.8064526529026768	0.2748680257208303	0.2715242307692307	373.0	365.0	369.0	373.0	373.0	373.0	364.0	357.0	375.0	373.0	366.0
370	lookup	hard_labels		top156	mlp	vector_scaling	lookup / hard_labels / top156 / mlp / vector_scaling	lookup|hard_labels||top156|mlp|vector_scaling	0.8226510086301468	0.2007346507913184	0.1861715384615384	370.0	370.0	370.0	370.0	370.0	370.0	362.0	346.0	367.0	370.0	349.0
369	lookup	hard_labels		top156	mlp	linear_simplex_projection	lookup / hard_labels / top156 / mlp / linear_simplex_projection	lookup|hard_labels||top156|mlp|linear_simplex_projection	0.8266039494927329	0.1510911369781309	0.140535	368.0	372.0	370.0	368.0	368.0	368.0	359.0	375.0	370.0	368.0	359.0
371	lookup	hard_labels		diagbckg	mlp	linear_simplex_projection	lookup / hard_labels / diagbckg / mlp / linear_simplex_projection	lookup|hard_labels||diagbckg|mlp|linear_simplex_projection	0.8103402676098996	0.1647858530799925	0.1700103846153846	372.0	371.0	371.5	372.0	371.0	372.0	360.0	376.0	371.0	372.0	368.0
372	lookup	hard_labels		diagbckg	mlp	linear_clip_normalize	lookup / hard_labels / diagbckg / mlp / linear_clip_normalize	lookup|hard_labels||diagbckg|mlp|linear_clip_normalize	0.8108243950755682	0.1509348740736291	0.156903846399235	371.0	373.0	372.0	371.0	372.0	371.0	363.0	374.0	372.0	371.0	367.0
373	lookup	hard_labels		top156	mlp	linear_clip_normalize	lookup / hard_labels / top156 / mlp / linear_clip_normalize	lookup|hard_labels||top156|mlp|linear_clip_normalize	0.8256331937266056	0.138929671765573	0.1295357694980339	369.0	375.0	372.0	369.0	369.0	369.0	361.0	366.0	374.0	369.0	355.0
374	lookup	hard_labels		top156	mlp	uncalibrated	lookup / hard_labels / top156 / mlp / uncalibrated	lookup|hard_labels||top156|mlp|uncalibrated	0.7643916367532011	0.1412285155560393	0.1338300001009393	375.0	374.0	374.5	375.0	375.0	375.0	370.0	365.0	376.0	375.0	375.0
375	lookup	hard_labels		diagbckg	mlp	uncalibrated	lookup / hard_labels / diagbckg / mlp / uncalibrated	lookup|hard_labels||diagbckg|mlp|uncalibrated	0.7309352139849996	0.1343785725733248	0.1428338455915553	376.0	376.0	376.0	376.0	376.0	376.0	375.0	371.0	373.0	376.0	376.0
